Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation,Latitude,Longitude,Community Board,Community Council ,Census Tract,BIN,BBL,NTA
1341374476,62392JM,NY,COM,08/02/2013,19,DELV,MERCU,P,55690,16490,16490,0,104,104,104,944504,0104,0000,0954A,,Q,F,7840,METROPOLITAN,,0,408,F2,,BBBBBBB,ALL,ALL,BROWN,0,0,-,0,,,,,,,,,,,,,
1341374634,82740MC,NY,COM,08/15/2013,78,DELV,,P,14690,38690,56490,20150531,104,104,104,939736,0104,0000,0330A,,Q,F,71-67,69 ST,,0,408,F1,,BBBBBBB,0900P,0500A,WH,0,2012,-,0,,,,,,,,,,,,,
1341374646,GJG6897,NY,PAS,08/15/2013,74,SDN,NISSA,P,56490,16490,16440,20150811,104,104,104,939736,0104,0000,0510A,,,F,79-05,MYRTLE AVE,,0,408,F2,,BBBBBBB,ALL,ALL,WH,0,2010,-,0,,,,,,,,,,,,,
1341374658,3391CJ,CT,COM,08/16/2013,78,VAN,FORD,X,14240,46190,12940,0,104,104,104,939736,0104,0000,0200A,,Q,O,6116,68 AV,,0,408,F1,,BBBBBBB,0900P,0500A,BL,0,0,-,0,,,,,,,,,,,,,
1341374660,KPK1894,NC,PAS,08/22/2013,53,SUBN,MAZDA,P,0,0,0,0,104,104,104,939736,0104,0000,0325A,,,O,,SE/CO PALMETTO ST,ONDERDONK AV,0,408,F1,,BBBBBBB,ALL,ALL,GRAY,0,0,-,0,,,,,,,,,,,,,
1341375092,GBU5351,NY,PAS,07/25/2013,40,SUBN,KIA,P,15240,39690,56490,20140831,104,104,104,946049,0104,0000,0608A,,Q,F,72-20,72 PLACE,,0,408,E2,,BBBBBBB,ALL,ALL,GY,0,2012,-,6,,,,,,,,,,,,,
1341376382,45785JX,NY,COM,07/20/2013,78,VAN,WHITE,P,0,0,0,20190228,109,109,109,949826,0109,0000,0258A,,Q,F,,N/W C/O PENELOPE AVE,83 PL,0,408,N8,,BBBBBBB,ALL,ALL,WH,0,2007,-,0,,,,,,,,,,,,,
1341377064,GDP2648,NY,PAS,07/23/2013,71,SDN,NISSA,P,45190,12240,12240,20150122,104,104,104,948932,0104,0000,0240A,,Q,F,5938,FLUSHING AVE,,0,408,K6,,BBBBBBB,ALL,ALL,GY,0,2003,-,0,,,,,,,,,,,,,
1341377076,GDP2648,NY,PAS,07/31/2013,71,SDN,NISSA,P,45190,12390,12240,20150122,104,104,104,948932,0104,0000,0235A,,Q,F,5922,FLUSHING AVE,,0,408,K6,,BBBBBBB,ALL,ALL,GY,0,2003,-,0,,,,,,,,,,,,,
1341377088,GDP2648,NY,PAS,08/05/2013,71,SDN,NISSA,X,45190,12240,12240,20150122,104,104,104,948932,0104,0000,0155A,,Q,F,5928,FLUSHING AVE,,0,408,E2,,BBBBBBB,ALL,ALL,GY,0,2003,-,0,,,,,,,,,,,,,
1341377260,GEG8402,NY,PAS,07/27/2013,91,SUBN,MAZDA,P,38490,12940,13490,20150226,104,104,104,945378,0104,0000,0733P,,Q,,,S/O 62 17 CATALPA AV,,0,408,C3,,BBBBBBB,ALL,ALL,GRAY,0,2013,-,0,,,,,,,,,,,,,
1341377271,58916AN,NY,COM,07/31/2013,78,VAN,CHEVR,P,37440,11490,12040,20140625,104,104,104,945378,0104,0000,1000P,,Q,F,5720,BROWN PL,,0,408,N1,,BBBBBBB,ALL,ALL,SILVR,0,1998,-,0,,,,,,,,,,,,,
1341377817,GGU3718,NY,PAS,08/24/2013,40,SDN,KIA,P,67990,58190,68390,20131003,104,104,104,0,0104,0000,0851A,,Q,F,1853,WOODBINE ST,,0,408,E2,,BBBBBBB,ALL,ALL,WHITE,0,2013,-,5,,,,,,,,,,,,,
1341377829,GFW3720,NY,PAS,08/18/2013,98,SDN,HONDA,P,0,40404,40404,20150704,104,104,104,950394,0104,0000,1247P,,Q,O,5932,SUMMERFIELD,,0,408,D,,BBBBBBB,ALL,ALL,GR,0,1994,-,0,,,,,,,,,,,,,
1341377830,5525BH,VA,PAS,08/03/2013,98,SDN,HONDA,P,68390,55490,48290,0,104,104,104,950394,0104,0000,0809A,,Q,F,586,WOODWARD AVE,,0,408,F7,,BBBBBBB,ALL,ALL,GOLD,0,0,-,0,,,,,,,,,,,,,
1341377842,57943MD,NY,COM,08/02/2013,46,TRLR,MERCU,P,46190,54490,59890,20140630,104,104,104,950394,0104,0000,1128A,,Q,F,66-70,FRESH POND RD,,0,408,E2,,BBBBBBB,ALL,ALL,WHITE,0,1995,-,0,,,,,,,,,,,,,
1341377982,GBN3932,NY,PAS,08/14/2013,46,SUBN,DODGE,P,16290,14040,14240,20141003,104,104,104,950147,0104,0000,0137A,,Q,F,67-57,78 ST,,0,408,J3,,BBBBBBB,ALL,ALL,GY,0,2006,-,0,,,,,,,,,,,,,
1341378007,ZBW7604,PA,PAS,08/14/2013,78,VAN,FORD,P,38250,15240,15640,0,104,104,104,950147,0104,0000,0222A,,Q,F,72-50,CALAMUS AVE,,0,408,J2,,BBBBBBB,ALL,ALL,WH,0,2006,-,0,,,,,,,,,,,,,
1341378019,GFT5582,NY,PAS,08/09/2013,98,SUBN,NISSA,P,55490,47490,35780,20150411,104,104,104,950147,0104,0000,0112A,,Q,F,21-31,MENAHAN ST,,0,408,J2,,BBBBBBB,ALL,ALL,GY,0,2013,-,0,,,,,,,,,,,,,
1341401728,LOVGOD,NY,PAS,07/27/2013,70,SDN,CADIL,P,18830,39930,70630,20090409,0075,75,75,948676,0075,0000,0528A,,K,F,1021,BELMONT AVE,,0,408,E2,,BBBBBBB,ALL,ALL,GREEN,0,1997,-,0,,,,,,,,,,,,,
1341401741,LOVGOD,NY,PAS,07/27/2013,40,SDN,JEEP,P,18830,39930,70630,20090409,0075,75,75,948075,0075,0000,0528A,,K,F,1021,BELMONT AVE,,0,408,F2,,BBBBBBB,ALL,ALL,GREEN,0,0,-,2,,,,,,,,,,,,,
1341403099,GEF9478,NY,PAS,07/24/2013,91,SDN,BUICK,P,19430,44330,0,20150505,0075,75,75,947891,0075,0000,0500P,,K,,,BERRIMAN ST,GLENMORE AVE,0,408,D1,,BBBBBBB,ALL,ALL,WH,0,2006,-,0,,,,,,,,,,,,,
1341403117,GEF8296,NY,PAS,07/24/2013,91,SDN,MITSU,P,38730,19830,34330,20141111,0075,75,75,947891,0075,0000,0545P,,K,F,733,ELDERTS LANE,,0,408,F1,,BBBBBBB,ALL,ALL,WH,0,2001,-,0,,,,,,,,,,,,,
1341405710,94AC62,MA,PAS,08/03/2013,40,VAN,CHEVR,P,0,40404,40404,20140703,0075,75,75,935108,0075,0000,0843P,,K,F,383,ARLINGTONT,,0,408,F7,,BBBBBBB,ALL,ALL,BLK,0,0,-,0,,,,,,,,,,,,,
1341414747,GGF2425,NY,PAS,07/17/2013,99,SUBN,NISSA,P,38730,11290,59830,20150506,0075,75,75,924663,0075,0000,1020A,,K,F,384,ELDERT LN,,0,408,N8,,BBBBBBB,ALL,ALL,BLK,0,2006,-,0,,,,,,,,,,,,,
1341424510,GFC8662,NY,PAS,08/01/2013,46,SDN,NISSA,P,0,40404,40404,20130928,0075,75,165,951830,0165,0000,1035A,,K,F,611,SUTTER,,0,408,J6,,BBBBBBB,ALL,ALL,BK,0,2004,-,0,,,,,,,,,,,,,
1341427330,R36CAR,NJ,PAS,07/02/2013,21,SDN,DODGE,P,39730,64530,48330,0,0075,75,75,935285,0075,0000,0938A,,K,F,711,ESSEX ST,,0,408,C,,BYBBYBB,0900A,1030A,GRAY,0,0,-,0,,,,,,,,,,,,,
1341434230,GFR1206,NY,PAS,07/25/2013,20,SDN,NISSA,P,0,40404,40404,20150509,0075,75,75,947033,0075,0000,0000A,,K,F,1540,VAN SICLEN,,0,408,K5,,BBBBBBB,ALL,ALL,SL,0,0,-,0,,,,,,,,,,,,,
1341434242,GEF5032,NY,PAS,08/01/2013,98,SDN,ME/BE,P,18830,33630,39930,20150221,0075,75,75,949417,0075,0000,0730P,,K,F,1015,BELMONT AVE,,0,408,J3,,BBBBBBB,ALL,ALL,WHITE,0,2001,-,0,,,,,,,,,,,,,
1341434266,4J53927,CA,PAS,08/09/2013,66,TRLR,,P,0,40404,40404,0,0075,75,75,949412,0075,0000,1056P,,K,F,,C/O COZINE MONTAUK,,0,408,K6,,BBBBBBB,ALL,ALL,SILVE,0,0,-,0,,,,,,,,,,,,,
1341443644,GHN2894,NY,PAS,07/14/2013,71,SUBN,FORD,P,57130,73930,39300,20150620,0075,75,75,954409,0075,0000,0200A,0155A,K,O,1426,LORING AVE,,0,408,N8,,BBBBBBB,ALL,ALL,WHITE,0,1997,-,0,,,,,,,,,,,,,
1341443711,T630990C,NY,999,07/18/2013,40,SDN,TOYOT,P,70930,13330,62030,20140331,0075,75,75,952786,0075,0000,0100P,,K,F,2540,PITKIN AVE,,0,408,F2,,BBBBBBB,ALL,ALL,WH,0,2007,-,1,,,,,,,,,,,,,
1341443796,88079MC,NY,COM,08/06/2013,78,VAN,FORD,P,0,40404,40404,20130123,0075,75,75,935289,0075,0000,1216A,,K,O,427,HINSDOLE STREET,,0,408,K6,,BBBBBBB,ALL,ALL,WHITE,0,2013,-,0,,,,,,,,,,,,,
1341443802,ZDV8418,PA,PAS,08/06/2013,78,DELV,FORD,P,0,40404,40404,20140630,0075,75,75,935289,0075,0000,1233A,,K,F,588,HINSDOLE ST,,0,408,K6,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,,,,,,,,,
1341443814,94725MC,NY,COM,08/06/2013,78,VAN,FORD,P,76430,83730,19830,20141231,0075,75,75,935289,0075,0000,0509A,,K,F,350,SHEFFIELD AVE,,0,408,K6,,BBBBBBB,ALL,ALL,WHITE,0,2012,-,0,,,,,,,,,,,,,
1341445008,GCE9398,NY,PAS,08/03/2013,14,SDN,NISSA,P,64530,89630,13130,20141025,0075,75,165,952381,0165,0000,0824P,,K,F,739,NEW LOTS AVENUE,,0,408,E2,,BBBBBBB,ALL,ALL,RD,0,2011,-,0,,,,,,,,,,,,,
1341445124,GHA2080,NY,PAS,08/08/2013,20,SDN,VOLKS,P,64530,48730,75330,20130802,0075,75,165,952381,0165,0000,1240A,,K,F,600,NEW LOTS AVE,,0,408,J6,,BBBBBBB,ALL,ALL,RED,0,2009,-,0,,,,,,,,,,,,,
1341445616,GFP6159,NY,PAS,07/13/2013,62,SDN,MITSU,P,43370,34760,18950,20150425,0075,75,75,950317,0075,0000,0708P,,K,O,579,GATEWAY DR,,0,408,N8,,BBBBBBB,ALL,ALL,BLUE,0,2013,-,0,,,,,,,,,,,,,
1341445860,GGY5736,NY,PAS,08/04/2013,40,SDN,FORD,P,0,40404,40404,20150702,0075,75,75,953425,0075,0000,0331A,,K,F,1125,BLAKE,,0,408,E3,,BBBBBBB,ALL,ALL,RED,0,2015,-,0,,,,,,,,,,,,,
1341445975,GAP3967,NY,PAS,07/24/2013,71,SDN,HONDA,P,0,0,0,20150224,0075,75,75,952423,0075,0000,0206A,,K,,,C/O CRYSTAL ST,SUTTER AVE,0,408,F1,,BBBBBBB,ALL,ALL,SILVR,0,2006,-,0,,,,,,,,,,,,,
1341446475,LFV8804,NY,PAS,07/28/2013,71,SUBN,FORD,P,18630,73830,73570,20150430,0075,75,165,953311,0165,0000,1225A,1220A,K,F,553,BEDFORD AVE,,20130728,408,E2,,BBBBBBB,ALL,ALL,BLUE,0,1998,-,0,,,,,,,,,,,,,
1341446487,EVL6289,NY,PAS,07/21/2013,71,SDN,HONDA,P,0,40404,40404,20130923,0075,75,165,953311,0165,0000,1015P,1012P,,F,764,WARWICK AVE,,0,408,J6,,BBBBBBB,ALL,ALL,RED,0,1997,-,0,,,,,,,,,,,,,
1341446499,GGU1906,NY,PAS,07/22/2013,70,SDN,INFIN,P,0,40404,40404,20130721,0075,75,165,953311,0165,0000,0130A,0128A,,F,37,MCCLANCEY,,0,408,E2,,BBBBBBB,ALL,ALL,WHITE,0,2007,-,0,,,,,,,,,,,,,
1341446542,94654MA,NY,PAS,08/06/2013,78,SUBN,HONDA,P,92930,19830,34330,20150430,0075,75,165,953311,0165,0000,1205A,1204A,K,F,400,WILLIAMS AVE,,20130806,408,J2,,BBBBBBB,ALL,ALL,BLACK,0,2005,-,0,,,,,,,,,,,,,
1341446554,GEL4865,NY,PAS,08/12/2013,71,SUBN,DODGE,P,0,40404,40404,20150724,0075,75,165,953311,0165,0000,0107A,0105A,K,F,428,SHEFIELD,,20130812,408,J6,,BBBBBBB,ALL,ALL,WHITE,0,2007,-,0,,,,,,,,,,,,,
1341448307,NS,99,999,07/18/2013,74,SUBN,OLDSM,P,70630,18830,83730,0,0075,75,76,953586,0076,0000,0229A,,K,F,486,PINE ST,,0,408,E2,,BBBBBBB,ALL,ALL,WHITE,0,1999,-,0,,,,,,,,,,,,,
1341449257,GAV9239,NY,PAS,07/26/2013,62,SDN,HONDA,P,43370,34760,18950,20140706,0075,75,75,948867,0075,0000,0538P,,K,F,501,GATEWAY DR,,0,408,D4,,BBBBBBB,ALL,ALL,WHITE,0,2012,-,0,,,,,,,,,,,,,
1341450132,HTS2213,PA,PAS,08/05/2013,10,SUBN,ME/BE,P,62030,56230,81050,0,0075,75,75,933135,0075,0000,1044A,,K,F,557,MONTAUK AVE,,0,408,J6,,BBBBBBB,ALL,ALL,GRY,0,0,-,0,,,,,,,,,,,,,
1341470544,GEF6134,NY,PAS,07/16/2013,48,SUBN,CHEVR,P,30430,42730,13430,20150311,0075,75,75,952489,0075,0000,1138P,,K,F,246,CRESCENT ST,,0,408,F1,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,,,,,,,,,
1341471895,GCF3058,NY,PAS,07/31/2013,40,SDN,FORD,P,92930,19830,34330,20140927,0075,75,165,952967,0165,0000,0121A,0121A,K,F,375,WILLIAMS AVE,,0,408,F1,,BBBBBBB,ALL,ALL,RD,0,2009,-,5,,,,,,,,,,,,,
1341471925,GGP7567,NY,PAS,07/26/2013,40,SDN,CHEVR,P,50330,34330,56630,20150523,0075,75,165,952967,0165,0000,0130A,0136A,NY,O,390,HINSDALE  ST,,0,408,J6,,BBBBBBB,ALL,ALL,BK,0,2014,-,8,,,,,,,,,,,,,
1341472012,GAV9716,NY,PAS,07/28/2013,40,SUBN,HONDA,P,89630,73350,12830,20140707,0075,75,165,953554,0165,0000,0938P,2130P,K,F,105,WARWICK ST,,0,408,E2,,BBBBBBB,ALL,ALL,WHITE,0,2012,-,0,,,,,,,,,,,,,
1341472024,GHN2473,NY,999,08/09/2013,40,SUBN,FORD,P,56430,42730,41370,20150830,0075,75,165,953554,0165,0000,1040P,2238P,,F,247,LINWOOD ST,,20130809,408,F7,,BBBBBBB,ALL,ALL,BLUE,0,2004,-,0,,,,,,,,,,,,,
1341473582,GHM2264,NY,999,07/20/2013,40,SDN,NISSA,P,0,40404,40404,20150529,0075,75,75,953572,0075,0000,0240A,0230A,K,F,143,HALE ST,,20130720,408,E2,,BBBBBBB,ALL,ALL,GREY,0,2004,-,0,,,,,,,,,,,,,
1341475323,37489MA,NY,COM,07/30/2013,78,VAN,CHEVR,P,92930,19830,34330,20150729,0075,75,165,951615,0165,0000,0125A,,K,O,400,WILLIAMS AVE,,0,408,J6,,BBBBBBB,ALL,ALL,WH,0,2003,-,0,,,,,,,,,,,,,
1341475372,GAR6475,NY,PAS,07/31/2013,71,VAN,FORD,P,12030,34330,56630,20141018,0075,75,165,951615,0165,0000,0100A,,K,F,427,ALABAMA AVE,,0,408,J6,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,,,,,,,,,
1341483745,413113,RI,PAS,07/29/2013,91,SUBN,FORD,P,39930,19830,34330,20130431,0075,75,75,932423,0075,0000,0904P,,K,O,661,EUCLID AVE,,0,408,C,,BBBBBBB,ALL,ALL,TN,0,0,-,0,,,,,,,,,,,,,
1341490221,GDX5982,NY,PAS,08/07/2013,98,SUBN,GMC,P,73310,52730,39830,20150305,0075,75,75,940337,0075,0000,0927A,,K,F,59,RICHMOND ST,,0,408,F2,,BBBBBBB,ALL,ALL,RED,0,2002,-,0,,,,,,,,,,,,,
1341491286,GFM1627,NY,PAS,07/24/2013,40,SUBN,HONDA,P,76430,83730,19830,20130714,0075,75,165,954255,0165,0000,0932P,,K,F,375,SHEFFIELD AVE,,0,408,F1,,BBBBBBB,ALL,ALL,BLUE,0,2006,-,4,,,,,,,,,,,,,
1341491298,GEF7598,NY,PAS,07/19/2013,40,SDN,NISSA,P,0,0,0,20150410,0075,75,165,954255,0165,0000,0101A,,K,,,E/O GEORGIA AVE,15  S/O NEW LOTS AVE,0,408,C3,,BBBBBBB,ALL,ALL,WHITE,0,2004,-,6,,,,,,,,,,,,,
1341491304,JGS2732,PA,PAS,07/13/2013,19,SDN,NISSA,P,0,40404,40404,20140331,0075,75,165,954255,0165,0000,0910P,,K,O,696,LINCOOLN AVE,,0,408,E2,,BBBBBBB,ALL,ALL,GOLD,0,0,-,0,,,,,,,,,,,,,
1341491330,WRC9615,VA,PAS,08/03/2013,40,SUBN,BUICK,P,92930,19830,34330,20140731,0075,75,165,954085,0165,0000,0225A,0225A,K,F,375,WILLIAMS AVENUE,,20130803,408,K5,,BBBBBBB,ALL,ALL,WHITE,0,0,-,6,,,,,,,,,,,,,
1343442448,JFZ8548,PA,PAS,07/22/2013,14,SDN,MINI,T,17830,10210,10110,0,0017,17,108,347639,T108,0000,0735A,,NY,F,220,E 42 ST,,0,408,K2,,YYYYYBB,0700A,1000A,WH,0,0,-,0,,,,,,,,,,,,,
1343443180,GGM1997,NY,OMS,07/23/2013,40,FOUR,FORD,T,0,0,0,20140930,0017,17,0,345395,MTPU,0000,0734A,,NY,,,N/S E 56 ST,100  E/O 1 AVE,0,408,C,,BBBBBBB,ALL,ALL,WH,0,2013,-,5,,,,,,,,,,,,,
1343498340,JDR0588,PA,PAS,07/20/2013,16,SDN,FORD,X,34730,11720,11110,0,0018,18,0,346147,MTPU,0000,0534P,,NY,F,548,W 48 ST,,0,408,K2,,YYYYYYB,0800A,0700P,GY,0,0,-,0,,,,,,,,,,,,,
1343498351,R5731N,FL,PAS,07/20/2013,14,SDN,TOYOT,X,34550,10410,10510,0,0018,18,0,346147,MTPU,0000,1048P,,NY,F,32,W 39 ST,,0,408,C,,YYYYYYY,1000P,0600A,GY,0,0,-,0,,,,,,,,,,,,,
1343498363,RT28WY,MA,PAS,07/20/2013,14,SUBN,ACURA,X,34550,10410,10510,0,0018,18,0,346147,MPTU,0000,1134P,,NY,F,40,W 39 ST,,0,408,C,,YYYYYYY,1000P,0600A,GY,0,0,-,0,,,,,,,,,,,,,
1343498594,NYP5133,NY,PAS,07/22/2013,71,SDN,HONDA,T,35090,44990,21045,20140731,0020,20,108,347678,T108,0000,1038A,,NY,F,320,W 66 ST,,0,408,C,,BBBBBBB,ALL,ALL,GY,0,2008,-,0,,,,,,,,,,,,,
1343498600,GGT5290,NY,PAS,07/22/2013,14,SDN,CHRYS,T,11110,34930,11720,20150620,0020,20,108,347678,T108,0000,1136A,,,F,860,11 AVE,,0,408,D,,YYYYYYY,ALL,ALL,GY,0,2007,-,0,,,,,,,,,,,,,
1343498624,GBK6205,NY,PAS,07/23/2013,48,SDN,ACURA,T,34650,10910,11010,20140810,0018,18,108,347678,T108,0000,1105A,,NY,F,461,W 44 ST,,0,408,I3,,BBBBBBB,ALL,ALL,BL,0,2004,-,0,,,,,,,,,,,,,
1343499197,868XKU,CT,PAS,07/20/2013,14,SDN,HONDA,T,34550,10410,10510,0,0018,18,108,331652,T108,0000,1057P,,NY,F,40,W 39TH ST,,0,408,C,,YYYYYYY,1000P,0600A,BLK,0,0,-,0,,,,,,,,,,,,,
1343499215,997YNX,CT,PAS,07/21/2013,20,SDN,NISSA,X,34690,10810,10910,0,0018,18,108,331652,T108,0000,0112A,,NY,F,308,W 46TH ST,,0,408,C2,,BBBBBBB,ALL,ALL,GRY,0,0,-,0,,,,,,,,,,,,,
1343499409,ZJM80C,NJ,PAS,07/22/2013,14,SDN,NISSA,T,34550,10410,10510,0,0014,14,108,333012,T108,0000,1012P,,NY,F,19,W 39 ST,,0,408,I3,,BBBBBBB,1000P,0600A,GREY,0,0,-,0,,,,,,,,,,,,,
1343499410,9947XN,WI,PAS,07/22/2013,14,SDN,SUBAR,T,34730,11110,11115,0,0018,18,108,333012,T108,0000,1129P,,NY,O,621,W 48 ST,,0,408,5,,BBBBBBB,ALL,ALL,BLUE,0,0,-,0,,,,,,,,,,,,,
1343499422,L86CVL,NJ,PAS,07/23/2013,14,SDN,BMW,T,34730,11110,11115,0,0018,18,108,333012,T108,0000,1202A,,NY,O,621,W 48 ST,,0,408,C,,BBBBBBB,ALL,ALL,BLACK,0,0,-,0,,,,,,,,,,,,,
1343499835,GHX2082,PA,PAS,07/20/2013,40,SDN,CHEVR,X,0,0,0,0,0024,24,108,350317,T108,0000,0600A,,NY,,,W/S CENTRAL PARK WES,100 N W 100TH,0,408,C4,,BBBBBBB,ALL,ALL,BL,0,0,-,1,,,,,,,,,,,,,
1343499987,GJ555U,NY,PAS,08/01/2013,40,SDN,HONDA,T,0,0,0,20141204,0020,20,0,331266,MTPU,0000,1136A,,NY,,,N/S OF W 70 ST,5  E/O WEST END AVE,0,408,J6,,BBBBBBB,ALL,ALL,GRAY,0,2009,-,5,,,,,,,,,,,,,
1343500503,GFZ5047,NY,PAS,07/30/2013,40,SDN,NISSA,T,53620,74250,74260,20150617,0044,44,720,345370,T720,0000,0540A,,BX,F,1213,NELSON AVE,,0,408,C,,BBBBBBB,ALL,ALL,WHITE,0,2010,-,0,,,,,,,,,,,,,
1343500515,M67BZL,NJ,PAS,08/01/2013,20,SDN,INFIN,T,78550,74120,74150,20131220,0044,44,720,345370,T720,0000,0545A,,BX,F,972,WOODYCREST AVE,,0,408,D,,BBBBBBB,ALL,ALL,GY,0,0,-,0,,,,,,,,,,,,,
1343500692,S52CVW,NJ,PAS,07/20/2013,20,SDN,HONDA,T,0,0,0,88888888,0030,30,108,331939,T108,0000,0630P,,NY,,,E/S RIVERSIDE DR,E 60 S/O W 134 ST,0,408,J3,,YYYYYYY,1200A,1200A,GREEN,0,0,-,0,,,,,,,,,,,,,
1343500709,68079JZ,NY,COM,07/22/2013,46,DELV,HINO,T,30890,28490,25490,20140131,0001,1,108,331939,T108,0000,0943A,,NY,O,23,ST JAMES PL.,,0,408,I3,,YYYYYYY,1200A,1200A,WHITE,0,2010,-,0,,,,,,,,,,,,,
1343502019,GHK7909,NY,PAS,07/29/2013,40,SUBN,ACURA,T,0,0,0,20140722,110,110,0,338902,QTPU,0000,0907P,,Q,,,N/S 55 AVE 30FT,W/O 97 PL,0,408,D,,BBBBBBB,ALL,ALL,GRAY,0,2008,-,7,,,,,,,,,,,,,
1343502240,S50CXY,NJ,PAS,07/22/2013,14,SUBN,FORD,T,11710,35110,35130,0,0020,20,0,338580,MTPU,0000,0435P,,NY,O,167,AMSTERDAM AVE,,0,408,C,,YYYYYBB,0400P,0700P,GRN,0,0,-,0,,,,,,,,,,,,,
1343502251,GFG4912,NY,PAS,07/22/2013,19,SUBN,HYUND,T,0,0,0,20150527,0020,20,0,338580,MTPU,0000,0630P,,NY,,,W/S RIVERSIDE DRIVE,15  S/O W 86 ST,0,408,C,,BBBBBBB,ALL,ALL,BL,0,2005,-,0,,,,,,,,,,,,,
1343502470,7389SW,ME,PAS,07/27/2013,14,FOUR,TOYOT,T,34170,10410,10510,0,0010,10,0,331782,MTPU,0000,1255A,,NY,F,35,W 20 ST,,0,408,D,,BBBBBBB,1200A,0600A,WH,0,0,-,0,,,,,,,,,,,,,
1343502482,593028,RI,PAS,07/30/2013,14,FOUR,DODGE,P,34150,10410,10510,0,0010,10,0,331782,MTPU,0000,1108P,,,O,55,WEST 19 ST,,0,408,C,,YYYYYYY,1100P,0600A,BR,0,0,-,0,,,,,,,,,,,,,
1343504569,59059KA,NY,COM,01/28/2013,34,VAN,GMC,P,13610,10610,13610,20140231,0018,18,420,905822,0420,0000,0626P,,NY,O,1700,BWAY,,0,408,C,,YYYYYBB,0600P,0600A,WT,0,1995,-,0,,,,,,,,,,,,,
1343504570,XX793T,CT,COM,01/29/2013,20,,,P,13610,34790,34810,0,0018,18,420,905822,0420,0000,0753A,,,F,1658,BROADWAY,,0,408,F1,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,,,,,,,,,
1343504594,92539JJ,NY,COM,01/25/2013,37,VAN,FORD,P,34710,10510,10610,0,0018,18,420,905822,0420,0000,0924P,,NY,F,111,W 47 ST,,0,408,H2,,YYYYYBB,0600P,0000A,WT,0,1985,-,0,,,,,,,,,,,,,
1343504600,9898MC,NY,COM,01/29/2013,37,VAN,DODGE,P,34710,10510,10610,0,0018,18,420,905822,0420,0000,0928P,,NY,F,111,W 47 ST,,0,408,I3,,YYYYYBB,0600P,0500A,WT,0,2005,-,0,,,,,,,,,,,,,
1343504648,49729JG,NY,COM,01/30/2013,37,VAN,CHEVR,P,34670,30550,10810,0,0018,18,420,905822,0420,0000,0540P,,NY,,270,W 45 ST,,0,408,D,,BYYYYYB,ALL,ALL,BRN,0,1997,-,0,,,,,,,,,,,,,
1343504650,63471JM,NY,COM,01/30/2013,14,VAN,FRT,P,10810,34810,34830,0,0018,18,420,905822,0420,0000,0554P,,NY,F,888,8 AVE,,0,408,I3,,YYYBBBB,ALL,ALL,BR,0,1985,-,0,,,,,,,,,,,,,
1343504661,98975MC,NY,COM,01/30/2013,37,VAN,DODGE,P,34750,10610,13610,0,0018,18,420,905822,0420,0000,0601P,,NY,,202,W 49 ST,,0,408,C,,YBYYBBB,0600P,0800A,WT,0,2008,-,0,,,,,,,,,,,,,
1343504673,87495JV,NY,COM,06/26/2013,17,DELV,MAZDA,P,34770,10810,10910,0,0018,18,420,905822,0420,0000,0620A,,NY,F,309,W 50 ST,,0,408,J3,,YYYYYYB,0700A,0700P,WT,0,2006,-,0,,,,,,,,,,,,,
1343504685,63069JM,NY,COM,06/26/2013,14,DELV,GMC,P,10810,34810,34830,0,0018,18,420,905822,0420,0000,0625P,,NY,F,888,8 AVE,,0,408,C,,BBYBBBB,ALL,ALL,BR,0,1988,-,0,,,,,,,,,,,,,
1343504697,98975MC,NY,COM,08/26/2013,14,VAN,DODGE,P,13610,34770,34790,0,0019,19,420,905822,0420,0000,0643P,,NY,F,1633,BROADWAY,,0,408,C3,,BYYBBBB,ALL,ALL,WT,0,2006,-,0,,,,,,,,,,,,,
1343504703,63677JM,NY,COM,06/26/2013,14,VAN,FORD,P,34790,13610,10810,0,0018,18,420,905822,0420,0000,0642P,,NY,O,240,W 51 ST,,0,408,F1,,YYYYYYY,ALL,ALL,BR,0,1997,-,0,,,,,,,,,,,,,
1343504715,41837JM,NY,COM,06/26/2013,37,VAN,CHEVR,P,34890,10810,10910,0,0018,18,420,905822,0420,0000,0622P,,NY,F,303,W 56 ST,,0,408,I3,,YYYYYBB,0700A,0700P,WT,0,1994,-,0,,,,,,,,,,,,,
